категория,название,ссылка,калории,белки,жиры,углеводы
"Рыба, морепродукты",169.Икра минтая Русское море Дальневосточная 130г,https://magnit.ru/product/2298700013-ikra_mintaya_russkoe_more_delikatesnaya_dalnevostochnaya_130g,145.0,20.3,7.1,
"Рыба, морепродукты",1899.Краб Опилио набор фаланг Agama 400г,https://magnit.ru/product/1000566982-agama_krab_opilio_nabor_falang_v_m_400g_p_up,75.0,17.0,1.0,0.0
"Рыба, морепродукты",Стейк из лосося500г · 1кг,https://magnit.ru/product/1000128706-pf_iz_ryby_steyk_iz_lososya_izgot_iz_morozh_syrya_neupakovan_sp_gm,153.0,20.0,8.1,
"Рыба, морепродукты",199.329.Скумбрия Атлантическая куски горячего копчения Балтийский Берег 200г,https://magnit.ru/product/8000086327-baltiyskiy_bereg_skumbriya_atlan_kuski_g_k_200g_v_u,220.0,17.0,17.0,
"Рыба, морепродукты",79.99.Икра рыбная Северная гавань в соусе с лососем 150г,https://magnit.ru/product/1000395343-magnit_ikra_rybnaya_v_souse_s_lososem_150g_pl_b,17.0,,0.15,
"Рыба, морепродукты",459.559.Форель слабосоленая филе-кусок На Столе 200г,https://magnit.ru/product/8000098251-na_stole_forel_file_kusok_s_s_200g_v_u,152.0,20.0,8.0,0.0
"Рыба, морепродукты",Разные производителиМедальоны лососевые с овощами 200г,https://magnit.ru/product/8000112310-medalony_iz_kety_s_ovoshchami_200g,,,,
"Рыба, морепродукты",299.Морской коктейль Шифудо свежемороженый 300г4.6· 3 отзыва,https://magnit.ru/product/1000578975-morskoy_kokteyl_s_m_300g_pl_kon_shifudo,60.0,12.0,1.0,0.1
"Рыба, морепродукты",2999.Креветки северные варено-мороженные Nord Pilgrim 2.5кг,https://magnit.ru/product/1000375315-nord_pilgrim_krevetka_severnaya_2_5kg_kartonnaya_upakovka_ooo_arktikflot_1,61.0,14.1,0.4,
"Рыба, морепродукты",249.339.Клешни маленького краба Vici в чесночном масле имитация 360г4.7· 23 отзыва,https://magnit.ru/product/1000197910-kleshni_malenkogo_kraba_vici_v_chesnochnom_masle_imitatsiya_360g,120.0,7.7,4.6,11.9
"Рыба, морепродукты",179.Снэк рыбный Сухогруз Ставридка сушеная 70г,https://magnit.ru/product/1000204379-stavrida_sushenaya_sukhogruz_70g,270.0,45.0,2.5,17.0
"Рыба, морепродукты",149.319.Крабовые палочки с ароматом трюфеля Milegrin 200г4.6· 4 отзыва,https://magnit.ru/product/8000058021-milegrin_snezhnyy_krab_krab_palochki_s_arom_tryufelya_200g_v_u,95.0,9.9,0.5,12.5
"Рыба, морепродукты",72.Морская капуста со сладким перцем Русское море 200г4.9· 4 отзыва,https://magnit.ru/product/8000031767-russkoe_more_morskaya_kapusta_so_sladkim_pertsem_200g_m_vak,44.0,1.0,0.8,8.1
"Рыба, морепродукты",119.179.Сельдь филе-кусочки в маринаде с черной смородиной Milegrin 115г,https://magnit.ru/product/8000058025-milegrin_seld_f_kus_v_marin_s_chernoy_smorodinoy_115g_zh_b,200.0,13.5,15.0,3.0
"Рыба, морепродукты",279.419.Форель Маритайм радужная филе-кусок с кожей слабосоленая 150г4.4· 33 отзыва,https://magnit.ru/product/1000514706-maritaym_forel_raduzhnaya_file_kusok_s_kozh_s_s_150g_v_u,142.0,22.1,5.9,
"Рыба, морепродукты",289.329.Тунец Fishbergen филе-кусок холодного копчения 150г,https://magnit.ru/product/1000432457-fishbergen_tunets_file_kusok_kh_k_150g_podol_rybokombinat,145.0,25.0,5.0,
"Рыба, морепродукты",149.179.Икра мойвы Санта Бремор Подкопченная 180г4.9· 2 отзыва,https://magnit.ru/product/3325740031-santa_bremor_ikra_moyvy_delikat_podkopchenaya_180g_st_ban_6,410.0,6.0,41.0,5.0
"Рыба, морепродукты",129.179.Котлеты Polar Тресковые треугольники 300г4.9· 252 отзыва,https://magnit.ru/product/1000514106-polar_treskovye_treugolniki_300g_k_up,232.0,5.2,7.7,35.4
"Рыба, морепродукты",Анчоус Сухогруз сушеный 70г4.8· 64 отзыва,https://magnit.ru/product/1000246305-sukhogruz_anchous_sush_70g_p_up_sifud_ind_10,230.0,51.0,2.5,1.0
"Рыба, морепродукты",74.99.Корюшка Solo Nina Европейская сушеная 40г4.6· 51 отзыв,https://magnit.ru/product/1000467314-solo_nina_koryushka_evropeyskaya_sushenaya_40g_poli_up,,,25.0,
"Рыба, морепродукты",479.535.Креветки Северные неочищенные варено-мороженые800г599. · 1кг,https://magnit.ru/product/1000009930-krevetki_v_m_v_pantsire_tsena_za_1_kg_v_ooo_novo_mar_4,,,,
"Рыба, морепродукты",129.Мидии Русское море с овощами 150г,https://magnit.ru/product/1000487023-russkoe_more_midii_s_ovoshchami_150g_v_u,184.0,8.8,11.8,10.7
"Рыба, морепродукты",57.Икра Моя цена красная имитированная с кремом 200г,https://magnit.ru/product/1000186414-ikra_krasnaya_moya_tsena_200g,125.0,1.0,11.0,5.0
"Рыба, морепродукты",Разные производители179.289.Вобла вяленая 200г,https://magnit.ru/product/1000165062-vobla_vyalenaya_200g_v_u_6,,,0.2,
"Рыба, морепродукты",102.115.Путассу Solo Nina кусочки с перцем сушено-вяленые 70г4.8· 64 отзыва,https://magnit.ru/product/1000245919-solo_nina_yantarnaya_sush_vyal_s_pertsem_70g_p_up_rossiya_10,,,,
"Рыба, морепродукты",199.329.Сельдь подкопченная филе-кусочки Уважаю Селедочку! 400г,https://magnit.ru/product/8000092429-uvazhayu_selyedochku_seld_podkop_f_kus_400g_pl_ban,217.0,19.8,15.4,
"Рыба, морепродукты",149.Мидии Vici маринованные в масле 200г,https://magnit.ru/product/1000164132-midii_marinovannye_vici_v_masle_200g,203.0,13.7,16.5,
"Рыба, морепродукты",449.Филе минтая без кожи 400г,https://magnit.ru/product/1000200904-file_mintaya_s_m_400g_v_u_6,,0.4,,
"Рыба, морепродукты",Разные производители469.699.Филе тунца порционное замороженное 500г,https://magnit.ru/product/1000453719-tunets_file_portsionnyy_500g_poli_up,105.0,24.0,1.0,0.0
"Рыба, морепродукты",2099.Икра лососевая красная Красное золото 200г,https://magnit.ru/product/8000064233-krasnoe_zoloto_ikra_lososevaya_krasnaya_200g_st_ban,232.0,31.0,12.0,
"Рыба, морепродукты",229.319.Сельдь Русское море филе-кусочки по-домашнему в масле 400г,https://magnit.ru/product/1000382097-russkoe_more_seld_file_kusochki_atlanticheskie_seledochka_po_domashnemu_v_masle_400g_plastikovaya_ba,420.0,8.5,43.0,
"Рыба, морепродукты",369.Филе Пангасиуса без головы мороженный натуральный 475г,https://magnit.ru/product/1000337755-pangasius_file_bez_kozhi_bez_golovy_morozhennoe_naturalnoe_500g_vakuumnaya_upakovka_12,106.0,10.6,7.03,
"Рыба, морепродукты",239.Сельдь Матиас Оригинал филе 250г,https://magnit.ru/product/2400016191-seld_matias_original_file_250g,187.0,13.0,14.0,2.0
"Рыба, морепродукты",199.249.Креветки Русское море в заливке 180г4.7· 141 отзыв,https://magnit.ru/product/1000487030-russkoe_more_krevetki_v_zalivke_180g_lotok,35.0,17.0,1.0,0.5
"Рыба, морепродукты",999.Креветки Вкусарт с хвостом очищенные свежемороженые 31/50 500г,https://magnit.ru/product/1000390316-vkusart_krevetka_b_khvost_ochishch_b_veny_s_m_41_50_500g_p_up,103.0,21.0,1.1,
"Рыба, морепродукты",449.599.Треска филе Магнит 600г,https://magnit.ru/product/1000239574-treska_file_600g,75.0,18.0,1.0,
"Рыба, морепродукты",1449.Креветки Vici очищенные с хвостиком варено-мороженные 500г,https://magnit.ru/product/5555551319-vici_krevetka_41_50_ochishch_s_khvostikom_v_m_500g,113.0,20.9,1.7,3.5
"Рыба, морепродукты",1999.Икра лососевая Тунгутун 230г,https://magnit.ru/product/8000064231-tungutun_ikra_lososevaya_230g_st_b_krasnoe_zoloto,232.0,31.0,12.0,
"Рыба, морепродукты",Филе рыбное Vici Fish Day в нежном кляре замороженное 240г4.6· 34 отзыва,https://magnit.ru/product/1000274046-vici_rybnye_portsii_iz_file_iz_file_v_nezhnom_klyare_fish_day_0_2kg_0_24_kg_kartonnaya_upakovka_vich,168.0,12.3,6.6,14.8
"Рыба, морепродукты",69.95.Риет из морских водорослей с овощами Русское море 150г4.3· 3 отзыва,https://magnit.ru/product/8000050962-russkoe_more_riet_zakuska_iz_morsk_vodoros_s_ovoshch_150g_lotok,149.0,2.6,11.7,8.2
"Рыба, морепродукты",1139.Креветки Бухта изобилия Отборные 90/120 варено-мороженые 850г4.4· 32 отзыва,https://magnit.ru/product/1000007992-bukhta_izob_krevetki_otbor_v_m_nerazd_90_120_850g_agama_15,80.0,18.3,0.7,1.8
"Рыба, морепродукты",Креветки Бухта изобилия королевские варено-мороженые неразделанные 50/70 400г,https://magnit.ru/product/1000443444-bukhta_izobiliya_krevetki_korol_50_70_v_m_nerazd_400g_p_up,100.0,22.7,0.8,0.5
"Рыба, морепродукты",99.119.Сельдь Фрегат а-ля лосось филе-кусочки в майонезе 180г,https://magnit.ru/product/5551115703-fregat_seld_a_lya_losos_f_kus_mayon_180g_pl_ban_machekhin_6,232.0,22.0,16.0,
"Рыба, морепродукты",49.82.Капуста Санта Бремор морская Классическая маринованная 200г,https://magnit.ru/product/1000146391-klassicheskaya_kapusta_morskaya_marin_200g_v_u_santa_bremor_12,60.0,1.0,5.0,3.0
"Рыба, морепродукты",139.189.Селедочка Русское море традиционного посола 230г4.7· 493 отзыва,https://magnit.ru/product/1000554356-russkoe_more_seledochka_traditsionnyy_posol_230g_v_u,420.0,10.0,38.0,
"Рыба, морепродукты",Минтай без головы1.50кг · 1кг4.6· 73 отзыва,https://magnit.ru/product/2299900988-pf_iz_ryby_mintay_izgot_iz_morozh_syrya_sp_gm,164.0,10.0,8.0,
"Рыба, морепродукты",269.399.Слабосоленая форель филе-кусочками Своя рыбка 130г,https://magnit.ru/product/8000052035-svoya_rybka_forel_sl_sol_f_kus_130g_v_u,230.0,22.0,16.0,
"Рыба, морепродукты",319.419.Мидии в створках Agama варено-мороженые в собственном соку 450г4.8· 32 отзыва,https://magnit.ru/product/1000104414-agama_midii_v_stvorkakh_v_m_sob_sok0_45kg_k_up_agama_royal_10,62.0,8.4,1.5,2.6
"Рыба, морепродукты",154.189.Лососевые порции Vici в золотистой корочке 270г,https://magnit.ru/product/1000274048-lososevye_portsii_vici_v_zolotistoy_korochke_270g,183.0,9.3,8.8,16.7
"Рыба, морепродукты",139.Паста Санта Бремор Антарктик Криль Классический 150г,https://magnit.ru/product/1000150600-pasta_santa_bremor_antarktik_kril_klassicheskiy_150g,410.0,4.5,41.0,5.5
"Рыба, морепродукты",Разные производители249.299.Морской коктейль в рассоле 300г,https://magnit.ru/product/2220821316-morskoy_kokteyl_novo_mar_v_rassole_300g,,,,
"Рыба, морепродукты",209.Снэк рыбный Сухогруз Желтый полосатик сушеный 70г4.9· 104 отзыва,https://magnit.ru/product/1000109916-sukhogruz_sneki_rybnye_zheltyy_polosatik0_07kg_p_up_10,270.0,45.0,2.5,17.0
"Рыба, морепродукты",299.399.Сельдь филе-кусочки в масле Северная Гавань 600г,https://magnit.ru/product/8000114514-severnaya_gavan_seld_f_kus_v_masle_600g_pl_ban,200.0,22.0,13.0,0.0
"Рыба, морепродукты",129.149.Сельдь Атлантика филе в масле малосольная 240г4.7· 784 отзыва,https://magnit.ru/product/1000324372-atlantika_seld_atlanticheskaya_file_kusochki_v_masle_malosolnaya_240g_plastikovaya_banka_ooo_fosfore,172.0,16.0,12.0,
"Рыба, морепродукты",Порции из филе минтая Aurora в панировке 300г,https://magnit.ru/product/8000026147-aurora_portsii_iz_file_mintaya_v_panirovke_300g_fl_p,130.0,15.0,2.0,14.0
"Рыба, морепродукты",Суперцена459.Пангасиус ВкусАрт филе без кожи замороженный 600г4.6· 3 отзыва,https://magnit.ru/product/1000390335-vkusart_pangasius_file_b_kozh_600g_p_u,107.0,21.0,1.1,
"Рыба, морепродукты",Суперцена599.Медальоны из филе хека Своя Рыбка 400г,https://magnit.ru/product/8000087093-svoya_rybka_medalony_iz_file_kheka_400g_v_up,92.0,16.0,3.1,
"Рыба, морепродукты",Суперцена559.Филе гребешка Бухта изобилия свежемороженое 250г4.6· 21 отзыв,https://magnit.ru/product/1000569730-bukhta_izobiliya_file_grebeshka_s_m_250g_p_up,90.0,18.0,2.0,
"Рыба, морепродукты",Суперцена449.549.Креветки Polar Королевские варено-мороженые неразделанные 40/60 500г,https://magnit.ru/product/1000455439-polar_krevetki_korol_40_60_neraz_v_m_500g_fd_p,85.0,18.0,1.5,
"Рыба, морепродукты",Суперцена259.359.Медальоны Polar лососевые 300г,https://magnit.ru/product/1000444767-polar_medalony_lososevye_300g_p_up,116.0,11.2,6.3,3.5
"Рыба, морепродукты",Суперцена239.Сельдь По-царски филе-кусочки в масле Балтийский Берег 400г,https://magnit.ru/product/1000294750-baltiyskiy_bereg_seld_atlanticheskaya_file_kusochki_slabosolenaya_v_masle_po_tsarski_400g_plastikova,400.0,12.0,43.0,
"Рыба, морепродукты",Суперцена299.379.Морской коктейль Бухта изобилия замороженный 430г,https://magnit.ru/product/1000007988-morskoy_kokteyl_bukhta_izobiliya_zamorozhennyy_430g,101.0,16.0,2.6,3.3
"Рыба, морепродукты",899.1299.Стейк из радужной форели на коже замороженный Fish&More 500г4.3· 2 отзыва,https://magnit.ru/product/1000487632-fish_more_forel_raduzhnaya_steyk_n_kozh_morozh_500g,97.0,19.2,2.1,
"Рыба, морепродукты",279.399.Скумбрия атлантическая холодного копчения без головы Балтийский Берег 280г,https://magnit.ru/product/1000190087-skumbriya_baltiyskiy_bereg_atlanticheskaya_280g,180.0,17.0,12.0,
"Рыба, морепродукты",189.Лещ вяленый 350г,https://magnit.ru/product/1000165628-leshch_vyalenaya_paket_nerazd_s_g_350g_poli_up_osipov_i_d_7,200.0,40.0,6.0,
"Рыба, морепродукты",299.449.Креветки Магнит Королевские 60/80500г599. · 1кг,https://magnit.ru/product/1000009931-korolevskie_krevetki_tsena_za_1kg_v_4,73.0,15.6,1.0,0.8
"Рыба, морепродукты",89.Сельдь Vici к картошке филе-кусочки в масле 150г,https://magnit.ru/product/1499919736-vici_seld_k_kartoshke_f_kus_v_masle_150g_m_vak_vichyunrus_6,184.0,14.4,14.0,
"Рыба, морепродукты",Суперцена329.399.Филе белого пангасиуса свежемороженое без кожи Fish&More 500г,https://magnit.ru/product/8000066825-fish_more_pangasius_belyy_file_s_m_b_kozh_500g,89.0,15.0,3.0,
"Рыба, морепродукты",149.Салат Северная гавань/Магнит Крабовый из морской капусты в майонезе 400г,https://magnit.ru/product/1000187195-severnaya_gavan_salat_mor_kap_s_kr_pal_v_may_400g_6,,70.0,,
"Рыба, морепродукты",149.299.Набор к пиву холодного копчения 200г,https://magnit.ru/product/1000508854-baltiyskiy_bereg_nabor_k_pivu_krasnaya_ryba_kh_k_200g,,,20.0,
"Рыба, морепродукты",Только у нас129.162.Сельдь Северная гавань кусочки в пряно-солевой заливке 400г,https://magnit.ru/product/1000476099-moya_tsena_seld_kusochki_v_pryano_solevoy_zalivke_400g_pl_ban,,,,
"Рыба, морепродукты",219.249.Икра мойвы Санта Бремор с копченым лососем 270г,https://magnit.ru/product/1000208956-santa_bremor_ikra_moyvy_delikat_s_kopch_losos_270g_st_ban_6,420.0,7.0,41.0,5.5
"Рыба, морепродукты",289.374.Молодые осьминоги в рассоле Меридиан 180г,https://magnit.ru/product/8000067067-meridian_molodye_osminogi_v_rassole_180g_pl_ban,45.0,7.1,0.9,1.6
"Рыба, морепродукты",409.Мясо чилийских мидий Шифудо вареномороженное 300г4.7· 2 отзыва,https://magnit.ru/product/1000578977-myaso_midiy_chiliyskikh_v_m_300g_pl_kon_shifudo,130.0,18.0,2.0,1.0
"Рыба, морепродукты",349.429.Филе Минтая Polar порционное 400г,https://magnit.ru/product/1000444765-polar_mintay_file_portsionnoe_400g_p_up,75.0,16.0,1.0,
"Рыба, морепродукты",599.Кальмар Borealis командорский тушка свежемороженый 500г,https://magnit.ru/product/1000533806-borealis_kalmar_komandorskiy_tushka_s_m_500g,100.0,18.0,2.0,2.0
"Рыба, морепродукты",249.299.Сельдь Матиас филе отборное деликатесное ХХL 300г,https://magnit.ru/product/1000341660-santa_bremor_seld_file_seldi_matias_xxl_otbornyy_300g_vakuumnaya_upakovka_11,280.0,11.0,26.0,
"Рыба, морепродукты",230.359.Филе тунца300г · 1кг4.5· 72 отзыва,https://magnit.ru/product/1000459343-p_f_iz_ryby_file_tuntsa_izgot_iz_morozh_syrya_kulinariya,101.0,23.0,1.0,
"Рыба, морепродукты",359.439.Форель слабосоленая филе-кусок на коже Красное золото 150г,https://magnit.ru/product/8000072429-krasnoe_zoloto_forel_file_kusok_na_kozhe_s_s_150g_v_u,150.0,21.0,7.0,
"Рыба, морепродукты",272.Филе минтая Borealis свежемороженое 300г5· 210 отзывов,https://magnit.ru/product/1000574325-borealis_mintay_file_blochnoe_s_m_300g_v_u,90.0,20.0,1.0,
"Рыба, морепродукты",649.Креветки Aurora Премиум 500г,https://magnit.ru/product/1000418604-aurora_krevetka_sev_prem_v_m_90_120_500g_f_up_multifriz,80.0,18.3,0.7,
"Рыба, морепродукты",249.349.Сельдь Матиас Санта Бремор филе деликатесное оригинальное 400г4.7· 624 отзыва,https://magnit.ru/product/1000382101-santa_bremor_seld_file_slabosolenaya_delikatesnoe_matias_originalnoe_400g_multivak_7,290.0,13.5,27.4,
"Рыба, морепродукты",319.Рыбное филе Vici Приорити Дальневосточное 300г4.8· 393 отзыва,https://magnit.ru/product/1000174186-vici_prioriti_rybnoe_file_dalnevostochnoe_300g_vichyunay_8,159.0,11.2,7.7,11.1
"Рыба, морепродукты",739.Тунец ВкусАрт филе без кожи 500г,https://magnit.ru/product/1000394068-vkusart_tunets_file_b_kozh_500g_p_up,109.0,24.0,0.5,
"Рыба, морепродукты",549.749.Форель Русское море филе-кусок подкопченный 200г,https://magnit.ru/product/1000277537-russkoe_more_forel_podkopchennaya_file_kusok_200g_vakuumnaya_upakovka_6,104.0,18.7,14.7,
"Рыба, морепродукты",599.Медальоны Polar из филе хека 400г4.5· 23 отзыва,https://magnit.ru/product/1000422167-polar_medalony_400g_vakuumnaya_upakovka_polar_sifud_rasha_ooo_6,85.0,17.0,2.0,
"Рыба, морепродукты",1599.Лосось ВкусАрт стейк на коже без головы замороженный 500г,https://magnit.ru/product/1000303302-vkusart_losos_steyk_n_kozh_b_gol_500g_p_up_fortuna,208.0,20.4,13.4,
"Рыба, морепродукты",569.769.Креветка Aurora северная неразделанная варено-мороженная 150+ 750г,https://magnit.ru/product/1000572515-aurora_krevetka_severnaya_nerazd_v_m_150_750g,70.0,14.6,0.7,1.0
"Рыба, морепродукты",269.399.Морской коктейль Добрый океан в масле 300г,https://magnit.ru/product/8000030822-dobryy_okean_morskoy_kokteyl_v_masle_300g_pl_kon,154.3,15.3,10.3,3.1
"Рыба, морепродукты",599.759.Креветка Agama королевская очищенная Для салата крупная свежемороженая 300г,https://magnit.ru/product/1000570879-agama_krevetka_korol_s_m_ochishch_dlya_salata_krupn_300g_p_up,50.0,11.0,0.4,0.5
"Рыба, морепродукты",99.139.Паста с мясом лобстера Атлантик Криль Санта Бремор 150г,https://magnit.ru/product/8000075887-santa_bremor_pasta_s_myasom_lobstr_atlantik_kril_150g_p_st,420.0,5.5,41.0,6.0
"Рыба, морепродукты",129.Рыбные палочки Vici Рыбок 300г,https://magnit.ru/product/1000449745-vici_rybok_rybnye_palochki_300g_k_up_vichyunay_rus,210.0,10.8,8.3,22.9
"Рыба, морепродукты",79.115.Паста Санта Бремор Краб в сливочном соусе 150г4.7· 82 отзыва,https://magnit.ru/product/1000530716-santa_bremor_pasta_krab_v_slivochn_souse_150g_pl_ban,290.0,4.0,26.0,11.0
"Рыба, морепродукты",Разные производители149.209.Камбала вяленая 100г,https://magnit.ru/product/1000248177-kambala_vyalenaya_100g,,,,
"Рыба, морепродукты",169.Сельдь Vici Филе к картошке в масле 240г,https://magnit.ru/product/1000053814-vici_seld_k_kartoshke_f_kus_v_masle_240g,208.0,11.4,18.1,
"Рыба, морепродукты",119.Сельдь Vici Из Бочки филе на коже с пряностями 250г,https://magnit.ru/product/1000208482-vici_iz_bochki_seld_s_pryan_n_kozh_file_250g_v_u_vich_rus_6,184.0,14.4,14.0,
"Рыба, морепродукты",99.159.Крабовые палочки Vici замороженные 200г,https://magnit.ru/product/3222080003-krabovye_palochki_vici_zamorozhennye_220g,70.0,6.3,0.1,19.7
"Рыба, морепродукты",386.Скумбрия Магнит1кг386. · 1кг4.3· 402 отзыва,https://magnit.ru/product/5556664709-skumbriya,153.0,18.0,9.0,
"Рыба, морепродукты",329.449.Ассорти Vici из морепродуктов свежемороженое 450г,https://magnit.ru/product/1000332316-vici_assorti_iz_moreproduktov_syro_morozhennoe_s_izdeliyami_iz_surimi_vareno_morozhennymi_450g_floup,69.0,7.9,0.9,7.4
"Рыба, морепродукты",524.659.Горбуша Polar Филе порционное 400г,https://magnit.ru/product/1000421281-polar_file_gorbushi_portsionnoe_zam_400g,140.0,21.0,6.5,
"Рыба, морепродукты",135.Путассу Моя цена неразделанная с головой 800г,https://magnit.ru/product/1000258035-putassu_nerazdelannyy_800g,72.0,15.9,0.9,
"Рыба, морепродукты",229.279.Филе сельди Русское море Селедочка к картошке Традиционный посол 400г4.8· 1621 отзыв,https://magnit.ru/product/2299910057-seld_russkoe_more_file_400g,440.0,9.0,45.0,
"Рыба, морепродукты",Разные производители499.Креветки Королевские неразделанные варено-мороженные 800г,https://magnit.ru/product/8000086936-krevetki_korolevskie_nerazd_v_m_800g_p_up,91.0,20.7,0.9,
"Рыба, морепродукты",272.Треугольники Полар рыбные порционные из тресковых пород в панировке700г · 1кг4.8· 91 отзыв,https://magnit.ru/product/1000106337-treugolniki_rybnye_ports_iz_treskov_porod_v_pan_v_polar_5,130.0,13.0,2.0,14.0
"Рыба, морепродукты",Разные производители349.419.Форель слабосоленая филе-кусок 150г,https://magnit.ru/product/1000206411-forel_s_sol_f_kus_150g_v_u_4,,,,
"Рыба, морепродукты",299.Коктейль из морепродуктов Меридиан в рассоле 270г,https://magnit.ru/product/1000516545-meridian_kokteyl_iz_moreproduktov_v_rassole_270g_p_ban,40.0,8.7,0.4,1.0
"Рыба, морепродукты",109.199.Филе сельди Балтийский берег Атлантическая в пряной заливке на коже 250г,https://magnit.ru/product/1000501183-baltiyskiy_bereg_seld_atl_pryan_zaliv_file_kozh_250g,95.0,13.0,5.0,0.1
"Рыба, морепродукты",359.Горбуша Атлантика Косичка кусочки холодного копчения 200г,https://magnit.ru/product/8000037224-atlantika_gorbusha_kusochki_kh_k_kosichka_200g_v_u_fosforel,177.0,24.0,9.0,
"Рыба, морепродукты",139.179.Икра мойвы Санта Бремор с креветкой 180г5· 459 отзывов,https://magnit.ru/product/5559990003-ikra_moyvy_santa_bremor_s_krevetkoy_180g,435.0,6.9,43.0,5.0
"Рыба, морепродукты",Разные производители69.99.Икра трески соленая 120г,https://magnit.ru/product/1000184042-ikra_treski_solenaya_120g,,,,
"Рыба, морепродукты",139.169.Мидии Меридиан в рассоле 180г,https://magnit.ru/product/2298800156-midii_v_rassole_0_18kg_pl_ban_meridian_8,38.0,5.0,1.0,1.6
"Рыба, морепродукты",109.125.Минтай Solo Nina соломка с перцем сушено-вяленый 70г,https://magnit.ru/product/1000326850-solo_nina_mintay_s_pertsem_solomka_susheno_vyalenyy_70g_polietilenovaya_upakovka_ooo_sintez_resurs_4,,19.0,,
"Рыба, морепродукты",104.Сельдь Северная гавань филе-кусочки в майонезе 180г4.6· 473 отзыва,https://magnit.ru/product/1000476100-magnit_seld_f_kus_v_mayoneze_180g,,,,
"Рыба, морепродукты",169.219.Риет из форели Меридиан с сыром Рикотта 100г,https://magnit.ru/product/1000576947-meridian_riet_iz_foreli_s_syrom_rikotta_100g_st_ban,290.0,12.7,22.7,7.5
"Рыба, морепродукты",229.389.Крабовые палочки Vici охлажденные 500г,https://magnit.ru/product/1000110770-vici_krabovye_palochki_okhl_0_5kg_v_u_vichunay_rus_8,95.0,6.6,0.5,15.9
"Рыба, морепродукты",399.559.Морской микс Меридиан в масле 430г4.8· 561 отзыв,https://magnit.ru/product/1000190831-morskoy_miks_meridian_v_masle_430g,190.0,8.5,17.0,1.0
"Рыба, морепродукты",Суперцена339.399.Мидии в ракушках Vici Приорити варено-мороженые в чесночном соусе 500г,https://magnit.ru/product/1000333237-vici_midii_v_rakush_v_m_v_chesn_souse_prioriti_500g_kart_up_6,126.0,9.4,8.2,3.5
"Рыба, морепродукты",129.149.Крабовые палочки Русское море с творожным сыром охлажденные 180г5· 461 отзыв,https://magnit.ru/product/1000372917-russkoe_more_palochki_krabovye_palochki_krabovye_krab_roll_imitatsiya_s_syrom_pasterizovannye_okhlazh,124.0,7.8,5.1,11.7
"Рыба, морепродукты",84.Крабовое мясо Vici 220г4.6· 64 отзыва,https://magnit.ru/product/2299900034-vici_krabovoe_myaso_okhl_220g_v_u_vici_8,108.0,7.8,17.5,0.8
"Рыба, морепродукты",179.Сельдь филе-кусочки в масле Уважаю Селедочку! 300г,https://magnit.ru/product/8000092428-uvazhayu_selyedochku_seld_tikh_f_kus_v_masle_300g_pl_ban,217.0,19.8,15.4,
"Рыба, морепродукты",129.179.Икра мойвы Санта Бремор с копченым лососем 180г5· 747 отзывов,https://magnit.ru/product/3325740032-ikra_moyvy_santa_bremor_delikatesnaya_s_kopchenym_lososem_180g,440.0,6.8,43.3,5.7
"Рыба, морепродукты",Только у нас699.999.Стейк форели свежемороженый Premiere of Taste 500г4.3· 381 отзыв,https://magnit.ru/product/1000220193-forel_steyk_500g_500g_vakuumnaya_upakovka_ooo_ppk_garant_6,148.0,19.0,8.0,
"Рыба, морепродукты",129.Крабовое мясо Русское море охлажденное 200г,https://magnit.ru/product/7505551302-russkoe_more_krabovoe_myaso_okhl_200g_v_u_santa_bremor_15,97.0,6.5,2.1,13.0
"Рыба, морепродукты",64.Салат Дальневосточный Моя Цена 250г,https://magnit.ru/product/1000571831-moya_tsena_salat_dalnevostochnyy_250g,,,,
"Рыба, морепродукты",178.Салака холодного копчения 200г,https://magnit.ru/product/1000022946-salaka_kholodnogo_kopcheniya_200g,457.0,16.0,5.0,
"Рыба, морепродукты",489.Форель Меридиан слабосоленая 200г,https://magnit.ru/product/5555559952-meridian_forel_s_s_kusok_200g,110.0,17.3,4.7,
"Рыба, морепродукты",149.209.Крабовые палочки Vici с мясом натурального краба 170г4.8· 643 отзыва,https://magnit.ru/product/1000483001-vici_krabovye_palochki_s_myas_nat_kr_okhl_170g_vichyunay_rus,83.0,8.48,0.5,11.1
"Рыба, морепродукты",139.Рыба рубленая Европром горбуша и скумбрия 180г,https://magnit.ru/product/1000279068-ryba_rublenaya_evroprom_gorbusha_i_skumbriya_180g,210.0,8.5,17.0,6.0
"Рыба, морепродукты",263.Минтай Моя цена свежемороженный1.10кг239. · 1кг,https://magnit.ru/product/2270400058-mintay_s_m_poli_up_ves_10,73.0,16.0,1.0,
"Рыба, морепродукты",869.Шашлычки из королевских креветок с ананасом Кинг Фрост 350г,https://magnit.ru/product/8000067298-king_frost_shashlychki_iz_korolev_krevetki_s_ananas_350g_v_u,94.0,6.3,4.4,7.3
"Рыба, морепродукты",99.125.Икра рыбная Северная гавань/Магнит в соусе с лососем 160г,https://magnit.ru/product/1000395341-magnit_ikra_rybnaya_v_souse_s_lososem_160g_st_ban,,,0.16,
"Рыба, морепродукты",129.Горбуша кусочки слабосоленые 80г,https://magnit.ru/product/1000245784-gorbusha_3fish_slabosolenaya_80g,116.0,20.0,4.0,
